,field_1,ID,region,locality,sites,Kulbicki,PROVINCE,xxx,temp,Richness,grav_total,Age_of_pro,Class,biomassare,ModelMode,OutFlow,Outdegree,btwdegree,SelfR,Inflow,Indegree,CorridorIn,grav_nei,IndegreeMP,InflowMPA,IndegreeNe,InflowNei,Larval_beh,FE,Netflow,Kulbicki.1,PROVINCE.1,Lon,Lat,prod.Jan,prod.Feb,prod.Mar,prod.Apr,prod.May,prod.Jun,prod.Jul,prod.Aug,prod.Sep,prod.Oct,prod.Nov,prod.Dec
58,58,V10478,sw_pacific,new_caledonia,new_caledonia_2,Central Pacific,Tropical Southwestern Pacific,165.8,26.18471463,142.026,1,5,Restricted,311.634362,transi,870,28,17497.66142,0,360,15,5,206,2,45,6,117,passive,transi,0.414634146,Central Pacific,Tropical Southwestern Pacific,165.8,-19.94,275.7977905,262.2263489,270.2904053,274.8309631,310.2542114,340.1838989,354.4060059,348.0276794,312.5653381,288.0284729,298.4531555,266.3797607
59,59,V10478,sw_pacific,new_caledonia,new_caledonia_2,Central Pacific,Tropical Southwestern Pacific,165.8,26.18471463,142.026,1,5,Restricted,311.634362,transi15,444,39,1392.593806,0,264,32,8,249,16,147,27.375,340.59375,active,transi,0.254237288,Central Pacific,Tropical Southwestern Pacific,165.8,-19.94,275.7977905,262.2263489,270.2904053,274.8309631,310.2542114,340.1838989,354.4060059,348.0276794,312.5653381,288.0284729,298.4531555,266.3797607
60,60,V10478,sw_pacific,new_caledonia,new_caledonia_2,Central Pacific,Tropical Southwestern Pacific,165.8,26.18471463,142.026,1,5,Restricted,311.634362,transi35,632,33,6659.451065,0,296,20,9,299,5,104,14.1,250.4,active,transi,0.362068966,Central Pacific,Tropical Southwestern Pacific,165.8,-19.94,275.7977905,262.2263489,270.2904053,274.8309631,310.2542114,340.1838989,354.4060059,348.0276794,312.5653381,288.0284729,298.4531555,266.3797607
61,61,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,pare,2700,69,4703.85527,96,4944,118,16,1001,42,1694,54.21186441,1734.576271,passive,pare,-0.293563579,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
62,62,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,pare5,1882,19,18.32025659,392,4074,46,9,193,13,990,47.36956522,1933.086957,active,pare,-0.368032236,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
63,63,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,pare15,1599,25,3092.18815,207,2994,60,7,330,18,735,41.66666667,1198.3,active,pare,-0.303723057,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
64,64,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,crypto,2970,80,1767.47786,145,5240,105,25,555,37,1470,69.06666667,1682.238095,passive,crypto,-0.276492083,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
65,65,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,crypto5,2487,35,947.7535227,479,5163,75,11,365,24,1252,84.52,2174.88,active,crypto,-0.349803922,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
66,66,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,crypto15,1606,18,1969.666667,129,2425,36,5,180,12,592,21,1145.166667,active,crypto,-0.203175391,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
67,67,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,resid,3300,69,4889.870666,190,6460,118,17,1001,42,2135,54.21186441,1648.305085,passive,resid,-0.323770492,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
68,68,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,resid15,1913,92,506.0770618,140,3081,98,18,785,34,845,103.9897959,1324.887755,active,resid,-0.233880657,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
69,69,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,resid35,736,80,1246.817228,35,1558,119,27,849,43,452,76.83193277,381.394958,active,resid,-0.358326068,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
70,70,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,transi,2775,12,3688.491559,660,14985,50,13,196,15,5970,14.92,1529.4,passive,transi,-0.6875,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
71,71,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,transi15,1266,13,400.1616911,207,4167,62,18,418,22,1251,32.53225806,951.1935484,active,transi,-0.533959139,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
72,72,V10513,sw_pacific,new_caledonia,new_caledonia_1,Central Pacific,Tropical Southwestern Pacific,166.12,26.05786634,156.323,1,11,Restricted,307.5213714,transi35,1896,15,481.0493391,88,3992,54,19,220,26,2008,24.51851852,883.7037037,active,transi,-0.355978261,Central Pacific,Tropical Southwestern Pacific,166.12,-20.42,303.2233887,289.2450562,301.740448,303.6148376,346.8102722,373.383606,380.2831421,377.8859863,338.4214172,320.6630249,304.4355164,320.3129272
73,73,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,pare,1198,43,5300.06848,0,246,9,4,666,0,0,15.22222222,409.3333333,passive,pare,0.659279778,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
74,74,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,pare5,1502,66,739.0110953,6,1084,39,4,277,1,16,32.28205128,939.9487179,active,pare,0.161639598,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
75,75,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,pare15,804,59,29.76904738,0,174,14,3,197,0,0,27.42857143,368.1428571,active,pare,0.644171779,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
76,76,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,crypto,580,63,329.5259284,5,200,22,0,670,1,10,18.40909091,171.5909091,passive,crypto,0.487179487,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
77,77,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,crypto5,1857,103,1090.80954,3,780,46,1,924,1,15,46.58695652,984.2608696,active,crypto,0.408418658,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
78,78,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,crypto15,673,17,65.5,0,85,2,0,1,0,0,4.5,166,active,crypto,0.775725594,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
79,79,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,resid,845,43,4471.329553,0,165,9,3,666,0,0,15.22222222,273.3333333,passive,resid,0.673267327,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
80,80,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,resid15,963,118,145194.3642,0,163,30,7,802,0,0,45.53333333,305.9333333,active,resid,0.710479574,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
81,81,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,resid35,152,62,57329.31705,0,18,16,6,645,1,1,24.5,53.4375,active,resid,0.788235294,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
82,82,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,transi,165,8,91.21297314,15,150,5,1,19,0,0,5.8,126,passive,transi,0.047619048,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
83,83,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,transi15,948,68,88.19763079,0,123,9,0,26,0,0,18.55555556,208.6666667,active,transi,0.770308123,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
84,84,V10543,sw_pacific,new_caledonia,new_caledonia_6,Central Pacific,Tropical Southwestern Pacific,167.08,25.86883296,96.901,3,0,Fished,31.1682725,transi35,512,32,1481.531262,0,88,8,0,67,0,0,11.875,176,active,transi,0.706666667,Central Pacific,Tropical Southwestern Pacific,167.08,-20.82,282.4574585,261.283905,272.7410889,285.0669556,313.7917175,340.6303101,364.4824829,374.1060791,332.6779785,315.1089783,296.4420471,272.802063
85,85,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,pare,1180,43,324.1035994,0,212,8,1,181,0,0,17.75,489.75,passive,pare,0.695402299,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
86,86,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,pare5,1514,58,586.2529441,0,352,28,5,104,0,0,32.14285714,962,active,pare,0.622722401,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
87,87,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,pare15,798,65,10389.50411,6,309,33,8,120,1,9,31.6969697,408.3636364,active,pare,0.441734417,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
88,88,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,crypto,390,47,1057.701393,0,120,16,3,133,0,0,20.0625,189.0625,passive,crypto,0.529411765,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
89,89,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,crypto5,2000,103,203.7928922,1,468,38,1,824,0,0,44.78947368,900.4736842,active,crypto,0.620745543,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
90,90,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,crypto15,698,15,1408.5,0,183,5,0,14,0,0,7.4,275.8,active,crypto,0.584562997,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
91,91,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,resid,800,43,373.957579,0,130,8,1,181,0,0,17.75,336.875,passive,resid,0.720430108,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
92,92,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,resid15,975,119,1073.772998,8,228,48,11,387,1,2,49.3125,312.5416667,active,resid,0.620947631,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
93,93,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,resid35,156,67,5425.677809,0,38,21,2,151,0,0,23.33333333,48.71428571,active,resid,0.608247423,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
94,94,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,transi,240,14,105.2173495,15,30,2,0,2,0,0,4.5,82.5,passive,transi,0.777777778,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
95,95,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,transi15,921,78,112.1035424,9,249,18,0,119,1,6,15.66666667,206.6666667,active,transi,0.574358974,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
96,96,V10549,central_pacific,niue,niue_1,Central Pacific,Tropical Southwestern Pacific,190.12,26.64775405,95.536,1,0,Fished,404.6782482,transi35,320,25,621.1538598,0,96,5,0,4,0,0,11.2,204.8,active,transi,0.538461538,Central Pacific,Tropical Southwestern Pacific,-169.88,-19.14,137.6631927,145.3800964,135.1880035,134.7069397,144.8421478,175.6782074,179.6398621,179.5065765,163.588974,160.4548492,143.1290741,140.2208557
97,97,V10587,central_pacific,tonga,tonga_2,Central Pacific,Tropical Southwestern Pacific,185.32,25.97714345,87.83,1,0,Fished,215.0916064,pare,584,22,591.0488554,0,278,10,0,15,1,26,23.9,659.6,passive,pare,0.354988399,Central Pacific,Tropical Southwestern Pacific,-174.68,-19.94,363.2277222,317.031311,303.1957092,313.4653015,346.59729,372.0606079,401.3205872,405.2572021,373.7139282,355.8364258,354.454071,367.1986084
98,98,V10587,central_pacific,tonga,tonga_2,Central Pacific,Tropical Southwestern Pacific,185.32,25.97714345,87.83,1,0,Fished,215.0916064,pare5,1458,53,4477.360905,0,322,31,3,70,0,0,38.48387097,1106.451613,active,pare,0.638202247,Central Pacific,Tropical Southwestern Pacific,-174.68,-19.94,363.2277222,317.031311,303.1957092,313.4653015,346.59729,372.0606079,401.3205872,405.2572021,373.7139282,355.8364258,354.454071,367.1986084
99,99,V10587,central_pacific,tonga,tonga_2,Central Pacific,Tropical Southwestern Pacific,185.32,25.97714345,87.83,1,0,Fished,215.0916064,pare15,744,60,764.3920101,0,264,30,1,53,0,0,33.6,414.2,active,pare,0.476190476,Central Pacific,Tropical Southwestern Pacific,-174.68,-19.94,363.2277222,317.031311,303.1957092,313.4653015,346.59729,372.0606079,401.3205872,405.2572021,373.7139282,355.8364258,354.454071,367.1986084
100,100,V10587,central_pacific,tonga,tonga_2,Central Pacific,Tropical Southwestern Pacific,185.32,25.97714345,87.83,1,0,Fished,215.0916064,crypto,370,40,4969.813054,0,140,24,1,207,1,5,24.375,236.0416667,passive,crypto,0.450980392,Central Pacific,Tropical Southwestern Pacific,-174.68,-19.94,363.2277222,317.031311,303.1957092,313.4653015,346.59729,372.0606079,401.3205872,405.2572021,373.7139282,355.8364258,354.454071,367.1986084
101,101,V10587,central_pacific,tonga,tonga_2,Central Pacific,Tropical Southwestern Pacific,185.32,25.97714345,87.83,1,0,Fished,215.0916064,crypto5,2174,80,793.0136106,78,969,57,0,231,1,1,63.57894737,1551.894737,active,crypto,0.383391664,Central Pacific,Tropical Southwestern Pacific,-174.68,-19.94,363.2277222,317.031311,303.1957092,313.4653015,346.59729,372.0606079,401.3205872,405.2572021,373.7139282,355.8364258,354.454071,367.1986084
